crates/before/tests/meter.rs	506	envelopes-a-4	4	The one harness: reset every column, run, read the heap peak first (before any allocation of the harness's own), then the counters, print one MEASURED line composed from fragments, assert the heap ceiling, then each column's ceiling and floor. The tripwire message exists once.
crates/before/tests/meter.rs	577	envelopes-a-4	4	The unified harness's own negative control: a body that moves every counter must fail under a ceiling one below its reading and a floor one above it on each column, and under a zero heap ceiling. The worst artifact a harness refactor can produce is one whose asserts are silently skipped; this is the committed demonstration that none are. It prints `MEASURED harness_probe` lines, which a re-pinner ignores by name.
crates/before/tests/meter.rs	296	envelopes-b-8	4	Rows converted mechanically from the parent's four constructors (rows-step1.json in the lane's scratchpad is the parent's numbers, checked against this table); the tick-row pointer comment went with the four-column table it described.
crates/before/tests/meter.rs	1	envelopes-a-2	38	The segments column is gone from the first sentence, the column list, and the portability sentence; no binary that judges this file can write the counter (its one increment is inside `cfg(test)` code the integration binary does not link), so the ceiling judged nothing.
crates/before/tests/meter.rs	506	crate-root-32	38	The harness no longer resets or reads `meter::stack_segments` and prints no `segments=` fragment; every other fragment of every MEASURED line is byte-identical to step 1's (measured-step2.log against measured-step1.log in the lane's scratchpad, `--drop segments`). The readers themselves are the board lane's to delete.
crates/before/tests/meter.rs	686	crate-root-32	38	The clause "the recursion-frame cost: heap stays flat, segments do not" is excised (the entry names this line): the sweep is iterative, and the doc now says what the row prices, restated from its table comment per ruling 45.
crates/before/tests/meter.rs	674	envelopes-a-2	38	"pinned peak-heap and stack-segment envelope (the parse-stack cost, linear in depth today)" named a column that no longer exists and a mechanism that is not the decoder's; restated from the row's table comment, "today" gone (ruling 45).
crates/before/tests/meter.rs	1612	envelopes-a-2	38	Same sweep in the text-kernel section.
crates/before/tests/meter.rs	5546	envelopes-a-2	38	The id-spine docs (`id_join`, `id_covers`, `id_without`, `id_fork`) each promised "must grow no stack segments"; the promise is now the file doc's, so the docs keep only what the row prices.
crates/before/tests/meter.rs	6344	envelopes-a-2	38	`skyline_min_ticks_dense`'s "zero grown segments at 125k levels" restated as the depth alone.
crates/before/tests/meter.rs	66	envelopes-b-8	4	Every row pins every column (ruling 4's second shape); the transitional `None` sentence is gone with the placeholder.
crates/before/tests/meter.rs	227	envelopes-b-8	4	The column's type is `Bound`, not `Option<Bound>`: the placeholder lived only inside this lane's series.
crates/before/tests/meter.rs	301	envelopes-b-8	4	The 66 newly pinned cells across the seven tables are each the unified harness's reading at the parent library (the library is untouched in this series), ceiling ×1.25 rounded up, floor ×0.75 rounded down; every cell with its reading is attributed in the step-3 commit message.
crates/before/tests/meter.rs	246	envelopes-a-6	50	The two floor genres the file doc names, typed: a row states which it carries by constructor. `WholeInput` is 8 × input_bytes less one byte of padding per operand stream, not one bit per byte: the review's own witness (the unary-run scan tap removed) drops the dense validator's reading from 375006 to 125005 bits, which a per-byte floor (46_876) would not catch and this one does.
crates/before/tests/meter.rs	275	envelopes-a-6	50	The derived floor's constructor; used only on rows whose `input_bytes` is the byte length of exactly the streams the walk reads (`cmp_cliff`, denominated in packed generator bytes, reads 0.05 scan bits per input byte and must keep the tripwire).
crates/before/tests/meter.rs	546	envelopes-a-6	50	The harness computes the derived floor from the row's own `input_bytes` at run time; saturating so a tiny input cannot underflow.
crates/before/tests/meter.rs	1556	envelopes-a-6	50	The negative control ruling 50 names, committed in the binary: the ruled reversible library mutation (stubbing `skyline::validate_bits`) was refused by this session's permission system, so the same known-bad bodies are judged against the `SKYLINE_VALIDATE_DENSE` row here. The stub trips the touch tripwire first (touches 0 under floor 2); a validator reading half the stream trips exactly the whole-input scan floor (187506 under 375000). Both messages are in the step-4 commit.
crates/before/tests/meter.rs	297	envelopes-a-6	50	The three dense row comments now state the liveness signal their rows carry (a whole-input scan floor on decode; touch and scan tripwires on cmp and join), where the parent's `DECODE_DENSE` comment named floors its four-column table did not have.
crates/before/tests/meter.rs	1618	envelopes-a-4	4	`skyline_render_records_zero_touches` folds into the `SKYLINE_RENDER_*` rows' touch cells (pinned 0/0 since step 3); its rationale, the conservation tripwire on the text seam, moves to the section that owns the rows. The test's wide-arming case had no envelope row and is not carried: reported in the lane report as a candidate row.
crates/before/tests/meter.rs	6465	envelopes-a-4	4	The tick and multi-tick scenarios and the grow-branch section now sit beside `query_env`, the table their rows live in. The ticks flatness bands stay in the dense-spine section: they are the suites lane's and use no table.
crates/before/tests/meter.rs	6471	envelopes-a-4	4	Restated from the row's comment while moving it; "linear in nodes today" is gone (ruling 45).
crates/before/tests/meter.rs	299	envelopes-a-8	4	The kernel-only shapes ported to the public operations under the door roster: `CMP_DENSE_SELF` (`partial_cmp` on a byte-equal, buffer-distinct copy), `CMP_WIDE_TOOTH`, `JOIN_ABSORB`, `JOIN_WIDE_TOOTH`, `MEET_CLIFF`, `MEET_WIDE_TOOTH`. Every cell is the door's own reading, ceiling ×1.25, floor ×0.75, listed in the commit beside the retired twin's reading and ceiling.
crates/before/tests/meter.rs	315	envelopes-a-11	4	`DECODE_WIDE_TOOTH` and `DECODE_ALT_SPINE` through `Version::decode`, so no shape loses its decode pin when the five `SKYLINE_DECODE_*` rows (a meter-only wrapper whose columns duplicated the validate rows) dissolve; their scan floors are whole-input like the other decode rows.
crates/before/tests/meter.rs	316	envelopes-a-8	4	The Cargo.lock note travels with its row from the retired sweep table.
crates/before/tests/meter.rs	654	envelopes-a-8	4	The byte-identity leg the retired join twins carried (kernel emission equals the door's stream) now lives on the door rows, computed outside measurement; the meet and absorb rows carry closed-form legs instead (the flat operand is the whole result) and the cmp rows the verdict.
crates/before/tests/meter.rs	690	envelopes-a-8	4	The retired twin's verdict leg (`Some(Greater)`) replaces `consumed(r)`; likewise on `cmp_bigroot` and `cmp_cliff`. `cmp_bigroot`'s doc dropped "today the worst amplifier: ... quadratic", which described a replaced implementation (ruling 45).
crates/before/tests/meter.rs	1587	envelopes-a-11	4	The round-trip equality the dissolved decoder rows carried stays as a plain unit test, since `skyline::decode` remains in the tests' vocabulary.
crates/before/tests/meter.rs	1450	envelopes-a-11	4	The codec section no longer describes decoder rows that transcode into "the packed form", a coding the stored form no longer is.
