source	class	severity	count
final/remote-capture-atlas.md	vestigial	low	1
final/remote-codec.md	api-surprise	low	2
final/remote-codec.md	api-surprise	medium	1
final/remote-codec.md	correctness	low	2
final/remote-codec.md	correctness	medium	1
final/remote-codec.md	documentation	low	8
final/remote-codec.md	documentation	nit	3
final/remote-codec.md	feature-gap	low	1
final/remote-codec.md	idiom	nit	2
final/remote-codec.md	modularity	low	1
final/remote-codec.md	performance	medium	1
final/remote-codec.md	performance	nit	1
final/remote-codec.md	simplification	low	2
final/remote-codec.md	simplification	medium	2
final/remote-codec.md	test-quality	low	1
final/remote-codec.md	test-quality	nit	1
final/remote-codec.md	verification-gap	low	2
final/remote-codec.md	verification-gap	nit	1
final/remote-codec.md	vestigial	low	1
final/remote-proxy-tests.md	documentation	low	5
final/remote-proxy-tests.md	documentation	nit	1
final/remote-proxy-tests.md	idiom	nit	2
final/remote-proxy-tests.md	performance	low	1
final/remote-proxy-tests.md	performance	nit	1
final/remote-proxy-tests.md	simplification	low	2
final/remote-proxy-tests.md	simplification	medium	1
final/remote-proxy-tests.md	test-quality	low	7
final/remote-proxy-tests.md	test-quality	medium	1
final/remote-proxy-tests.md	verification-gap	high	1
final/remote-proxy-tests.md	verification-gap	medium	4
final/remote-proxy-tests.md	vestigial	nit	1
final/remote-proxy.md	api-surprise	low	2
final/remote-proxy.md	documentation	low	7
final/remote-proxy.md	documentation	medium	1
final/remote-proxy.md	documentation	nit	5
final/remote-proxy.md	idiom	nit	4
final/remote-proxy.md	modularity	low	1
final/remote-proxy.md	performance	low	1
final/remote-proxy.md	simplification	low	5
final/remote-proxy.md	simplification	medium	2
final/remote-proxy.md	test-quality	low	1
final/remote-proxy.md	verification-gap	low	1
final/remote-proxy.md	verification-gap	medium	1
final/remote-proxy.md	vestigial	low	1
final/session-bookmark.md	api-surprise	low	3
final/session-bookmark.md	api-surprise	medium	1
final/session-bookmark.md	correctness	low	1
final/session-bookmark.md	documentation	low	10
final/session-bookmark.md	documentation	medium	2
final/session-bookmark.md	documentation	nit	6
final/session-bookmark.md	feature-gap	low	2
final/session-bookmark.md	idiom	nit	6
final/session-bookmark.md	modularity	low	1
final/session-bookmark.md	simplification	low	7
final/session-bookmark.md	simplification	medium	1
final/session-bookmark.md	simplification	nit	1
final/session-bookmark.md	test-quality	low	1
final/session-bookmark.md	test-quality	nit	2
final/session-bookmark.md	vestigial	low	1
final/session-bookmark.md	vestigial	nit	2
final/streaming-backend-window.md	documentation	low	6
final/streaming-backend-window.md	documentation	medium	1
final/streaming-backend-window.md	documentation	nit	7
final/streaming-backend-window.md	idiom	low	3
final/streaming-backend-window.md	idiom	nit	4
final/streaming-backend-window.md	modularity	low	1
final/streaming-backend-window.md	performance	low	2
final/streaming-backend-window.md	simplification	low	1
final/streaming-backend-window.md	simplification	nit	3
final/streaming-backend-window.md	test-quality	low	4
final/streaming-backend-window.md	test-quality	medium	1
final/streaming-backend-window.md	test-quality	nit	1
final/streaming-backend-window.md	verification-gap	low	1
final/streaming-backend-window.md	verification-gap	medium	1
final/streaming-backend-window.md	vestigial	low	2
final/streaming-tests.md	correctness	high	1
final/streaming-tests.md	documentation	low	3
final/streaming-tests.md	documentation	medium	3
final/streaming-tests.md	documentation	nit	1
final/streaming-tests.md	idiom	nit	4
final/streaming-tests.md	simplification	low	3
final/streaming-tests.md	simplification	medium	1
final/streaming-tests.md	test-quality	low	4
final/streaming-tests.md	test-quality	medium	2
final/streaming-tests.md	verification-gap	low	3
final/streaming-tests.md	verification-gap	medium	2
final/streaming-tests.md	vestigial	nit	1
final/swarm-example.md	api-surprise	low	1
final/swarm-example.md	correctness	low	4
final/swarm-example.md	correctness	medium	1
final/swarm-example.md	documentation	low	4
final/swarm-example.md	documentation	nit	5
final/swarm-example.md	feature-gap	low	1
final/swarm-example.md	idiom	low	1
final/swarm-example.md	idiom	nit	4
final/swarm-example.md	performance	medium	1
final/swarm-example.md	simplification	low	1
final/swarm-example.md	simplification	nit	3
final/swarm-example.md	test-quality	low	1
final/swarm-example.md	test-quality	nit	1
final/swarm-example.md	verification-gap	low	2
final/swarm-example.md	vestigial	low	1
final/testing-infra.md	api-surprise	low	1
final/testing-infra.md	documentation	low	2
final/testing-infra.md	documentation	medium	1
final/testing-infra.md	documentation	nit	2
final/testing-infra.md	idiom	low	1
final/testing-infra.md	idiom	nit	2
final/testing-infra.md	simplification	low	2
final/testing-infra.md	simplification	medium	2
final/testing-infra.md	test-quality	low	1
final/testing-infra.md	test-quality	medium	1
final/testing-infra.md	test-quality	nit	2
final/testing-infra.md	verification-gap	low	2
final/testing-infra.md	verification-gap	medium	2
final/testing-infra.md	vestigial	low	1
final/testing-infra.md	vestigial	nit	1
final/tests-bookmark.md	documentation	low	5
final/tests-bookmark.md	documentation	nit	2
final/tests-bookmark.md	idiom	nit	2
final/tests-bookmark.md	performance	low	1
final/tests-bookmark.md	simplification	low	4
final/tests-bookmark.md	simplification	medium	1
final/tests-bookmark.md	test-quality	high	1
final/tests-bookmark.md	test-quality	medium	3
final/tests-bookmark.md	test-quality	nit	2
final/tests-bookmark.md	verification-gap	high	1
final/tests-bookmark.md	verification-gap	low	2
final/tests-bookmark.md	verification-gap	medium	1
final/tests-bookmark.md	vestigial	low	1
final/tests-common.md	api-surprise	low	1
final/tests-common.md	documentation	low	4
final/tests-common.md	documentation	medium	1
final/tests-common.md	documentation	nit	3
final/tests-common.md	feature-gap	low	1
final/tests-common.md	idiom	nit	6
final/tests-common.md	modularity	low	2
final/tests-common.md	simplification	low	4
final/tests-common.md	test-quality	low	3
final/tests-common.md	test-quality	nit	1
final/tests-common.md	verification-gap	low	3
final/tests-common.md	verification-gap	medium	1
final/tests-common.md	vestigial	low	2
final/tests-disruption-handshake.md	correctness	high	1
final/tests-disruption-handshake.md	documentation	low	2
final/tests-disruption-handshake.md	documentation	medium	2
final/tests-disruption-handshake.md	documentation	nit	3
final/tests-disruption-handshake.md	idiom	nit	4
final/tests-disruption-handshake.md	modularity	low	1
final/tests-disruption-handshake.md	simplification	low	3
final/tests-disruption-handshake.md	simplification	medium	1
final/tests-disruption-handshake.md	test-quality	low	3
final/tests-disruption-handshake.md	test-quality	medium	2
final/tests-disruption-handshake.md	test-quality	nit	1
final/tests-disruption-handshake.md	verification-gap	low	6
final/tests-disruption-handshake.md	verification-gap	medium	2
final/tests-disruption-handshake.md	vestigial	low	1
final/tests-disruption-handshake.md	vestigial	nit	1
final/tests-lifecycle.md	api-surprise	low	2
final/tests-lifecycle.md	documentation	low	4
final/tests-lifecycle.md	documentation	medium	2
final/tests-lifecycle.md	documentation	nit	1
final/tests-lifecycle.md	idiom	low	1
final/tests-lifecycle.md	idiom	nit	1
final/tests-lifecycle.md	performance	low	2
final/tests-lifecycle.md	simplification	low	4
final/tests-lifecycle.md	simplification	medium	1
final/tests-lifecycle.md	simplification	nit	1
final/tests-lifecycle.md	test-quality	low	2
final/tests-lifecycle.md	test-quality	medium	2
final/tests-lifecycle.md	test-quality	nit	1
final/tests-lifecycle.md	verification-gap	low	5
final/tests-lifecycle.md	verification-gap	medium	1
final/tests-lifecycle.md	vestigial	low	2
final/tests-lifecycle.md	vestigial	nit	1
final/tests-observation.md	documentation	low	3
final/tests-observation.md	documentation	medium	2
final/tests-observation.md	documentation	nit	4
final/tests-observation.md	feature-gap	low	1
final/tests-observation.md	idiom	nit	5
final/tests-observation.md	simplification	low	1
final/tests-observation.md	simplification	medium	2
final/tests-observation.md	simplification	nit	2
final/tests-observation.md	test-quality	low	5
final/tests-observation.md	test-quality	medium	2
final/tests-observation.md	test-quality	nit	1
final/tests-observation.md	verification-gap	low	4
final/tests-observation.md	verification-gap	medium	3
final/tests-observation.md	vestigial	low	2
final/tests-observation.md	vestigial	nit	1
final/tests-resource-link-window.md	documentation	low	2
final/tests-resource-link-window.md	documentation	medium	2
final/tests-resource-link-window.md	documentation	nit	3
final/tests-resource-link-window.md	idiom	low	2
final/tests-resource-link-window.md	idiom	nit	2
final/tests-resource-link-window.md	modularity	medium	1
final/tests-resource-link-window.md	simplification	low	5
final/tests-resource-link-window.md	simplification	medium	1
final/tests-resource-link-window.md	test-quality	low	5
final/tests-resource-link-window.md	test-quality	medium	1
final/tests-resource-link-window.md	test-quality	nit	1
final/tests-resource-link-window.md	verification-gap	high	1
final/tests-resource-link-window.md	verification-gap	low	2
final/tests-resource-link-window.md	verification-gap	medium	1
final/tests-wire-format.md	documentation	low	1
final/tests-wire-format.md	documentation	medium	5
final/tests-wire-format.md	documentation	nit	1
final/tests-wire-format.md	idiom	nit	3
final/tests-wire-format.md	simplification	low	4
final/tests-wire-format.md	simplification	nit	1
final/tests-wire-format.md	test-quality	low	4
final/tests-wire-format.md	test-quality	medium	1
final/tests-wire-format.md	verification-gap	high	1
final/tests-wire-format.md	verification-gap	low	2
final/tests-wire-format.md	verification-gap	medium	1
final/tests-wire-format.md	verification-gap	nit	2
final/tests-wire-format.md	vestigial	low	1
final/tests-wire-format.md	vestigial	nit	1
final/tree-core.md	api-surprise	low	1
final/tree-core.md	api-surprise	medium	1
final/tree-core.md	api-surprise	nit	1
final/tree-core.md	correctness	low	2
final/tree-core.md	documentation	low	6
final/tree-core.md	documentation	medium	5
final/tree-core.md	documentation	nit	6
final/tree-core.md	idiom	nit	4
final/tree-core.md	modularity	low	1
final/tree-core.md	performance	low	1
final/tree-core.md	performance	medium	1
final/tree-core.md	simplification	low	2
final/tree-core.md	test-quality	medium	1
final/tree-core.md	verification-gap	low	1
final/tree-core.md	vestigial	low	1
final/tree-core.md	vestigial	medium	1
final/tree-typed.md	api-surprise	nit	1
final/tree-typed.md	documentation	low	7
final/tree-typed.md	documentation	medium	2
final/tree-typed.md	documentation	nit	2
final/tree-typed.md	idiom	low	3
final/tree-typed.md	idiom	nit	6
final/tree-typed.md	modularity	nit	1
final/tree-typed.md	performance	low	3
final/tree-typed.md	simplification	low	3
final/tree-typed.md	simplification	nit	2
final/tree-typed.md	test-quality	low	1
final/tree-typed.md	verification-gap	low	1
final/tree-typed.md	vestigial	low	1
final/tree-typed.md	vestigial	medium	1
final/tree-typed.md	vestigial	nit	1
sweeps-final/api-audit.md	api-surprise	low	5
sweeps-final/api-audit.md	api-surprise	medium	2
sweeps-final/api-audit.md	documentation	low	5
sweeps-final/api-audit.md	documentation	nit	4
sweeps-final/api-audit.md	feature-gap	nit	1
sweeps-final/api-audit.md	idiom	low	1
sweeps-final/async-hazards.md	correctness	high	1
sweeps-final/async-hazards.md	documentation	low	2
sweeps-final/async-hazards.md	documentation	medium	1
sweeps-final/async-hazards.md	documentation	nit	1
sweeps-final/async-hazards.md	idiom	nit	1
sweeps-final/clippy-pedantic.md	documentation	nit	1
sweeps-final/clippy-pedantic.md	idiom	low	2
sweeps-final/clippy-pedantic.md	idiom	nit	11
sweeps-final/clippy-pedantic.md	simplification	nit	1
sweeps-final/deps.md	api-surprise	low	2
sweeps-final/deps.md	correctness	medium	1
sweeps-final/deps.md	documentation	low	1
sweeps-final/deps.md	documentation	nit	2
sweeps-final/deps.md	feature-gap	nit	1
sweeps-final/deps.md	modularity	medium	1
sweeps-final/deps.md	simplification	low	1
sweeps-final/deps.md	vestigial	medium	1
sweeps-final/deps.md	vestigial	nit	2
sweeps-final/fresh-eyes.md	api-surprise	low	1
sweeps-final/fresh-eyes.md	api-surprise	nit	1
sweeps-final/fresh-eyes.md	documentation	low	4
sweeps-final/fresh-eyes.md	documentation	medium	3
sweeps-final/fresh-eyes.md	documentation	nit	2
sweeps-final/inventory.md	api-surprise	medium	1
sweeps-final/inventory.md	documentation	low	2
sweeps-final/inventory.md	idiom	low	2
sweeps-final/inventory.md	idiom	nit	7
sweeps-final/inventory.md	modularity	low	1
sweeps-final/inventory.md	modularity	nit	1
sweeps-final/inventory.md	simplification	low	1
sweeps-final/inventory.md	simplification	nit	1
sweeps-final/inventory.md	vestigial	low	3
sweeps-final/inventory.md	vestigial	nit	1
sweeps-final/module-graph.md	documentation	low	3
sweeps-final/module-graph.md	documentation	nit	1
sweeps-final/module-graph.md	idiom	low	1
sweeps-final/module-graph.md	idiom	nit	3
sweeps-final/module-graph.md	modularity	low	1
sweeps-final/module-graph.md	modularity	medium	2
sweeps-final/module-graph.md	simplification	low	2
sweeps-final/module-graph.md	simplification	nit	2
sweeps-final/module-graph.md	vestigial	nit	1
sweeps-final/prose-hygiene.md	documentation	low	6
sweeps-final/prose-hygiene.md	documentation	medium	2
sweeps-final/prose-hygiene.md	documentation	nit	3
sweeps-final/prose-hygiene.md	vestigial	medium	1
sweeps-final/suite-economics.md	documentation	low	1
sweeps-final/suite-economics.md	documentation	medium	1
sweeps-final/suite-economics.md	documentation	nit	1
sweeps-final/suite-economics.md	idiom	nit	2
sweeps-final/suite-economics.md	modularity	low	1
sweeps-final/suite-economics.md	performance	low	2
sweeps-final/suite-economics.md	performance	medium	2
sweeps-final/suite-economics.md	verification-gap	medium	1
sweeps-final/verification-infra.md	documentation	low	3
sweeps-final/verification-infra.md	documentation	nit	1
sweeps-final/verification-infra.md	test-quality	low	1
sweeps-final/verification-infra.md	verification-gap	high	1
sweeps-final/verification-infra.md	verification-gap	low	3
sweeps-final/verification-infra.md	verification-gap	medium	8
sweeps-final/verification-infra.md	vestigial	low	1
